prenom;moyenne;code_postal;niveau_etude;mention_bac
Floyd;14.17;29590;1ère année d'études supérieures;P
Denzel;12.33;29000;Terminale;P
Justin;14.17;22120;Terminale;AB
Everett;16.50;22940;Terminale;B
Nicodème;14.00;22750;Terminale;AB
Elea;14.92;22220;Terminale;TB
Leyton;15.50;22930;Terminale;P
Michel;16.67;22300;Terminale;B
Armel;12.83;22590;Terminale;AB
Careen;16.21;22810;1ère année d'études supérieures;AB
Lorn;15.00;22100;Terminale;B
Nathan;12.83;22700;Terminale;B
Deon;14.00;29800;Terminale;B
Amédée;13.33;29800;Terminale;B
Fabrice;12.50;29800;Terminale;AB
Félix;14.17;29000;Terminale;AB
Mason;13.00;29200;Terminale;P
Joscelin;11.25;29250;Terminale;P
Everard;12.42;22300;Terminale;AB
Marion;12.50;35131;Terminale;AB
Garey;9.83;35230;Terminale;P
Linton;10.58;35500;Terminale;B
Edison;12.83;35000;Terminale;P
Marin;13.42;56240;Terminale;P
Donnie;11.25;56870;Terminale;AB
Jeff;13.83;22400;Terminale;AB
Jermaine;12.25;29470;Terminale;AB
Jeffrey;13.50;29830;Terminale;AB
Dax;7.17;35520;Terminale;P
Piers;12.33;22400;Terminale;AB
Bennett;13.00;22120;Terminale;B
Landon;11.50;29233;Terminale;B
Xavier;13.33;29170;Terminale;P
Lovel;13.50;35450;Terminale;AB
Tel;16.83;22950;Terminale;AB
Maurine;15.00;22000;Terminale;B
Shelley;16.92;29840;Terminale;TB
Jacob;11.67;35870;Terminale;AB
Félicie;14.25;35750;Terminale;P
Van;12.60;29490;Terminale;P
Luann;10.25;29800;Terminale;B
Uland;9.79;29800;Terminale;TB
Lucienne;13.00;56140;Terminale;B
Shaw;12.33;35890;Terminale;AB
Wilbur;13.67;35800;Terminale;AB
Teale;14.50;56120;Terminale;B
Cole;12.50;22600;Terminale;P
Lorn;13.50;29000;Terminale;AB
Guiscard;16.17;35170;Terminale;AB
Jérémie;17.33;22300;Terminale;TB
Dayton;9.00;29200;Terminale;B
Rainier;11.50;41000;Terminale;B
Audrey;10.71;22300;Terminale;AB
Jimi;15.67;56680;Terminale;AB
Gladwyn;16.08;35500;Terminale;AB
Franck;14.25;35310;Terminale;AB
Xavior;12.67;56100;Terminale;AB
Terence;12.38;56130;Terminale;B
Russell;12.67;56140;Terminale;AB
Darden;15.79;29280;Terminale;P
Marly;14.29;35310;Terminale;AB
Topher;17.33;56240;Terminale;AB
Randall;14.00;49270;Terminale;P
Lucetta;16.83;85600;Terminale;TB
Jonathan;14.17;31880;Terminale;AB
Maximilien;11.00;85540;Terminale;AB
Eliott;14.00;49460;Terminale;AB
Gratien;11.00;49000;Terminale;P
Brice;14.58;72300;1ère année d'études supérieures;P
Major;12.17;56190;Terminale;AB
Felicity;14.00;85170;Terminale;AB
Oz;17.17;22590;Terminale;B
Kipling;16.67;22470;2nd année d'études supérieures;P
Vinnie;13.33;35730;Terminale;AB
Layton;13.67;35350;Terminale;B
Johnie;15.83;22440;Terminale;B
Telesphore;18.67;6650 ;Terminale;B
Phillip;14.17;35133;Terminale;B
Constant;15.63;22150;Terminale;P
Bret;12.17;61100;Terminale;AB
Leopold;9.25;50490;1ère année d'études supérieures;P
Kolby;9.50;14340;Terminale;P
Ern;13.50;56600;Terminale;B
Sly;8.63;35170;Terminale;P
Jeannot;12.25;44230;Terminale;AB
Irvine;7.54;35240;Terminale;AB
Wilfrid;10.75;35131;Terminale;AB
Cleve;13.75;35360;Terminale;B
Kennith;14.25;22630;Terminale;AB
Jerome;10.13;35132;Terminale;B
Marshal;15.50;22560;Terminale;B
Kay;5.88;35740;Terminale;AB
Benson;11.25;22120;Terminale;AB
Jarvis;7.88;56700;Terminale;P
Maverick;11.25;35290;Terminale;AB
Innocent;7.50;22410;Terminale;P
Beatrix;11.63;22300;Terminale;B
Kenith;8.75;35340;Terminale;AB
Dominic;13.00;22730;Terminale;B
Burt;11.17;22200;Terminale;P
Forest;11.50;35760;Terminale;AB
Odell;10.25;29170;Terminale;TB
Beauregard;12.25;49300;1ère année d'études supérieures;P
Jay;11.25;22190;Terminale;P
Rhonda;9.08;35000;Terminale;AB
Urban;12.75;22290;Terminale;B
Jamison;10.88;50300;Terminale;B
Lloyd;9.50;35220;Terminale;AB
Xerxes;12.50;22960;Terminale;P
Durward;8.46;29390;Terminale;AB
Branden;9.42;29000;Terminale;AB
Delroy;12.00;29380;Terminale;P
Antony;8.50;22100;Terminale;P
Jonathon;12.50;35340;Terminale;AB
Lorin;15.25;35750;Terminale;B
Cole;10.67;22120;Terminale;P
Tybalt;15.00;22230;Terminale;AB
Benjy;10.13;22600;Terminale;AB
Hector;9.75;56800;Terminale;P
Milo;16.50;35000;Terminale;B
Dudley;12.50;22100;Terminale;AB
Arden;6.25;35140;Terminale;AB
Erica;6.50;29800;Terminale;B
Christine;12.75;35230;Terminale;AB
Chuck;7.42;22300;Terminale;AB
Flip;13.38;56530;Terminale;B
Joan;10.13;29460;Terminale;B
Kodey;14.50;22410;Terminale;B
Philip;12.25;29100;Terminale;AB
Jarrett;12.25;44640;Terminale;AB
Angie;11.29;56440;Terminale;AB
Gwilherm;10.25;56920;Terminale;P
Pancras;12.13;29860;Terminale;AB
Lowell;7.25;29470;Terminale;P
Leroy;11.67;29600;Terminale;B
Arron;9.00;22120;Terminale;AB
Brack;14.38;22400;Terminale;P
Kory;9.25;29850;Terminale;P
Maynard;11.46;22120;Terminale;AB
Bentley;8.50;22440;Terminale;B
Royle;15.38;22000;Terminale;AB
Porter;16.00;22140;Terminale;AB
Estelle;9.50;29260;Terminale;AB
Sébastienne;9.25;22250;Terminale;TB
Dorthy;13.25;56300;Terminale;AB
Trent;9.50;22300;;
Anson;16.25;35430;Terminale;B
Corie;11.88;35700;Terminale;AB
Zacharie;10.38;35410;Terminale;AB
Jake;11.50;56370;Terminale;P
Shaun;15.50;22300;Terminale;B
Donat;11.75;29000;Terminale;B
Jonathon;9.96;29510;Terminale;B
Chet;9.25;29800;Terminale;AB
Humphry;10.00;56230;Terminale;AB
Moses;13.75;29400;Terminale;P
Jere;8.92;85170;Terminale;AB
Toussaint;7.46;56260;Terminale;AB
Dawson;14.25;35131;1ère année d'études supérieures;TB
Denis;8.38;50620;Terminale;AB
Gil;11.50;22730;Terminale;AB
Edmund;11.63;35120;Terminale;P
Matthieu;17.75;22100;Terminale;AB
Brent;12.75;35250;1ère année d'études supérieures;AB
Thaddeus;16.38;22300;2nd année d'études supérieures;AB
Deangelo;11.00;29720;1ère année d'études supérieures;AB
Clayton;14.75;29150;1ère année d'études supérieures;AB
Wymond;13.50;29200;1ère année d'études supérieures;B
Redd;7.75;22200;1ère année d'études supérieures;B
Reena;11.25;29870;Terminale;P
Annie;15.00;35170;1ère année d'études supérieures;TB
Lori;15.00;29650;2nd année d'études supérieures;B
Lanford;11.63;56440;1ère année d'études supérieures;B
Gervase;12.28;56400;1ère année d'études supérieures;P
James;15.25;22290;1ère année d'études supérieures;B
Rudy;15.50;22290;;P
Elric;15.25;29233;1ère année d'études supérieures;TB
Jon;8.75;56850;Terminale;AB
Al;11.25;56240;1ère année d'études supérieures;P
Edwyn;10.00;29860;Terminale;AB
Winton;14.13;22570;1ère année d'études supérieures;TB
Stanford;11.75;22170;Terminale;B
Lally;9.90;22170;Terminale;B
Jérémie;13.13;22820;Terminale;B
Alban;10.63;22300;1ère année d'études supérieures;AB
Zachary;9.00;22200;Terminale;AB
Clément;8.50;;Terminale;AB
Joël;13.63;22730;Année préparatoire aux études supérieures;AB
Timothée;15.75;22110;Terminale;B
Gladwyn;11.75;22590;Terminale;B
Perry;13.63;35000;1ère année d'études supérieures;AB
Egbert;0.00;22600;1ère année d'études supérieures;AB
Montgomery;12.00;22820;Terminale;B
Gervaise;7.00;22300;Terminale;B
Gore;12.80;22700;1ère année d'études supérieures;AB
Kole;12.50;29190;Terminale;B
Lovell;11.00;29120;Terminale;B
Lalo;12.10;29290;Terminale;AB
Lalo;8.25;29290;Terminale;AB
Kristia;6.50;29520;Terminale;P
Gil;8.25;29710;Terminale;AB
Gene;10.55;29250;Terminale;AB
Lorne;10.75;29710;Terminale;AB
Xaviar;13.50;29200;Terminale;AB
Upton;6.00;29750;Terminale;AB
Woodrow;11.38;35137;Terminale;AB
Ike;6.67;35720;Terminale;B
Quin;10.75;35400;Terminale;P
Dustin;10.00;35160;Terminale;AB
Wiley;10.55;35740;Terminale;AB
Randolf;9.45;35230;Terminale;P
Kristopher;13.63;56950;Terminale;AB
Vincent;11.41;35200;Terminale;B
Marquis;13.63;22440;Terminale;AB
Booker;8.34;56300;Terminale;P
Hewie;10.88;56120;Terminale;B
Maverick;12.50;22550;Terminale;B
Bertram;10.50;29200;Terminale;AB
Louie;14.90;35170;1ère année d'études supérieures;AB
Charlot;11.13;29900;Terminale;TB
Charlot;9.13;29900;Terminale;TB
Zach;10.40;29800;Terminale;AB
York;5.59;56250;Terminale;P
Thelonius;8.63;29120;Terminale;B
Earnest;11.13;22480;Terminale;AB
Michel;8.63;29850;Terminale;P
Driskoll;8.63;35720;Terminale;AB
Morley;16.75;35500;Terminale;AB
Daniel;12.25;22540;Terminale;AB
Sylvain;5.54;29500;Terminale;B
Deemer;12.38;22600;Terminale;P
Pete;12.85;22300;1ère année d'études supérieures;AB
Diodore;10.00;29200;Terminale;P
Lockie;11.50;29490;Terminale;TB
Floyd;14.09;29590;1ère année d'études supérieures;P
Denzel;6.50;29000;Terminale;P
Justin;13.80;22120;Terminale;AB
Everett;11.13;22940;Terminale;B
Nicodème;8.25;22750;Terminale;AB
Elea;11.95;22220;Terminale;TB
Leyton;12.25;22930;Terminale;P
Michel;16.13;22300;Terminale;B
Armel;9.42;22590;Terminale;AB
Careen;13.50;22810;1ère année d'études supérieures;AB
Lorn;11.20;22100;Terminale;B
Nathan;10.95;22700;Terminale;B
Deon;14.50;29800;Terminale;B
Amédée;13.13;29800;Terminale;B
Fabrice;9.35;29800;Terminale;AB
Félix;6.92;29000;Terminale;AB
Mason;9.10;29200;Terminale;P
Joscelin;4.13;29250;Terminale;P
Everard;8.50;22300;Terminale;AB
Marion;12.25;35131;Terminale;AB
Garey;7.95;35230;Terminale;P
Linton;7.63;35500;Terminale;B
Edison;9.20;35000;Terminale;P
Marin;10.63;56240;Terminale;P
Donnie;5.25;56870;Terminale;AB
Jeff;11.61;22400;Terminale;AB
Jermaine;8.63;29470;Terminale;AB
Jeffrey;13.60;29830;Terminale;AB
Dax;4.00;35520;Terminale;P
Piers;12.18;22400;Terminale;AB
Bennett;12.80;22120;Terminale;B
Landon;6.79;29233;Terminale;B
Xavier;13.13;29170;Terminale;P
Lovel;11.92;35450;Terminale;AB
Tel;8.46;22950;Terminale;AB
Maurine;11.99;22000;Terminale;B
Shelley;12.55;29840;Terminale;TB
Jacob;10.63;35870;Terminale;AB
Félicie;10.58;35750;Terminale;P
Van;9.00;29490;Terminale;P
Luann;4.50;29800;Terminale;B
Uland;13.25;29800;Terminale;TB
Lucienne;9.13;56140;Terminale;B
Shaw;13.30;35890;Terminale;AB
Wilbur;13.04;35800;Terminale;AB
Teale;12.15;56120;Terminale;B
Cole;9.28;22600;Terminale;P
Lorn;13.75;29000;Terminale;AB
Guiscard;14.80;35170;Terminale;AB
Jérémie;17.75;22300;Terminale;TB
Dayton;10.15;29200;Terminale;B
Rainier;0.00;41000;Terminale;B
Rainier;9.50;41000;Terminale;B
Audrey;8.67;22300;Terminale;AB
Jimi;10.00;56680;Terminale;AB
Gladwyn;13.63;35500;Terminale;AB
Franck;10.75;35310;Terminale;AB
Xavior;13.75;56100;Terminale;AB
Terence;10.38;56130;Terminale;B
Russell;8.17;56140;Terminale;AB
Darden;15.25;29280;Terminale;P
Marly;9.88;35310;Terminale;AB
Topher;13.25;56240;Terminale;AB
Randall;7.00;49270;Terminale;P
Jonathan;12.38;31880;Terminale;AB
Maximilien;14.25;85540;Terminale;AB
Eliott;12.00;49460;Terminale;AB
Gratien;8.49;49000;Terminale;P
Brice;9.88;72300;1ère année d'études supérieures;P
Major;6.13;56190;Terminale;AB
Felicity;10.95;85170;Terminale;AB
Oz;15.25;22590;Terminale;B
Kipling;10.46;22470;2nd année d'études supérieures;P
Vinnie;8.88;35730;Terminale;AB
Layton;8.80;35350;Terminale;B
Johnie;13.16;22440;Terminale;B
Telesphore;11.00;6650 ;Terminale;B
Phillip;9.88;35133;Terminale;B
Constant;10.00;22150;Terminale;P
Bret;11.67;61100;Terminale;AB
Leopold;15.50;50490;1ère année d'études supérieures;P
Kolby;7.20;14340;Terminale;P
Kimball;6.50;50600;Terminale;AB
Ern;6.00;56600;Terminale;B
Sly;10.33;35170;Terminale;P
Jeannot;12.00;44230;Terminale;AB
Irvine;8.33;35240;Terminale;AB
Wilfrid;9.33;35131;Terminale;AB
Cleve;13.14;35360;Terminale;B
Kennith;10.33;22630;Terminale;AB
Jerome;11.33;35132;Terminale;B
Marshal;13.17;22560;Terminale;B
Kay;9.00;35740;Terminale;AB
Benson;8.67;22120;Terminale;AB
Jarvis;11.14;56700;Terminale;P
Maverick;7.67;35290;Terminale;AB
Innocent;9.33;22410;Terminale;P
Beatrix;14.67;22300;Terminale;B
Kenith;9.00;35340;Terminale;AB
Dominic;5.17;22730;Terminale;B
Burt;8.83;22200;Terminale;P
Forest;6.00;35760;Terminale;AB
Odell;12.00;29170;Terminale;TB
Beauregard;6.50;49300;1ère année d'études supérieures;P
Jay;6.17;22190;Terminale;P
Rhonda;6.33;35000;Terminale;AB
Urban;12.67;22290;Terminale;B
Jamison;10.60;50300;Terminale;B
Lloyd;12.33;35220;Terminale;AB
Xerxes;12.57;22960;Terminale;P
Durward;10.50;29390;Terminale;AB
Branden;9.33;29000;Terminale;AB
Delroy;5.33;29380;Terminale;P
Antony;8.67;22100;Terminale;P
Jonathon;6.33;35340;Terminale;AB
Lorin;9.33;35750;Terminale;B
Cole;10.83;22120;Terminale;P
Tybalt;7.67;22230;Terminale;AB
Benjy;7.67;22600;Terminale;AB
Hector;10.50;56800;Terminale;P
Milo;15.00;35000;Terminale;B
Dudley;16.00;22100;Terminale;AB
Arden;7.00;35140;Terminale;AB
Erica;10.00;29800;Terminale;B
Christine;11.00;35230;Terminale;AB
Chuck;11.83;22300;Terminale;AB
Flip;10.86;56530;Terminale;B
Joan;13.29;29460;Terminale;B
Kodey;11.17;22410;Terminale;B
Philip;8.33;29100;Terminale;AB
Jarrett;14.17;44640;Terminale;AB
Angie;10.33;56440;Terminale;AB
Gwilherm;4.50;56920;Terminale;P
Pancras;8.00;29860;Terminale;AB
Lowell;12.33;29470;Terminale;P
Leroy;13.50;29600;Terminale;B
Arron;8.67;22120;Terminale;AB
Brack;8.67;22400;Terminale;P
Kory;9.50;29850;Terminale;P
Maynard;14.33;22120;Terminale;AB
Bentley;8.00;22440;Terminale;B
Royle;8.83;22000;Terminale;AB
Porter;14.00;22140;Terminale;AB
Estelle;6.67;29260;Terminale;AB
Sébastienne;6.67;22250;Terminale;TB
Dorthy;8.67;56300;Terminale;AB
Trent;14.00;22300;;
Anson;14.67;35430;Terminale;B
Corie;10.00;35700;Terminale;AB
Zacharie;6.67;35410;Terminale;AB
Jake;8.00;56370;Terminale;P
Shaun;10.00;22300;Terminale;B
Donat;9.00;29000;Terminale;B
Jonathon;5.67;29510;Terminale;B
Chet;7.00;29800;Terminale;AB
Humphry;9.67;56230;Terminale;AB
Moses;12.67;29400;Terminale;P
Jere;9.33;85170;Terminale;AB
Toussaint;9.33;56260;Terminale;AB
Dawson;15.50;35131;1ère année d'études supérieures;TB
Denis;6.83;50620;Terminale;AB
Gil;13.33;22730;Terminale;AB
Edmund;12.83;35120;Terminale;P
Matthieu;14.00;22100;Terminale;AB
Thaddeus;18.00;22300;2nd année d'études supérieures;AB
Deangelo;7.00;29720;1ère année d'études supérieures;AB
Clayton;17.00;29150;1ère année d'études supérieures;AB
Wymond;15.00;29200;1ère année d'études supérieures;B
Redd;7.00;22200;1ère année d'études supérieures;B
Reena;8.00;29870;Terminale;P
Annie;11.50;35170;1ère année d'études supérieures;TB
Lori;20.00;29650;2nd année d'études supérieures;B
Lanford;13.00;56440;1ère année d'études supérieures;B
Gervase;7.00;56400;1ère année d'études supérieures;P
James;17.50;22290;1ère année d'études supérieures;B
Rudy;12.00;22290;;P
Elric;16.50;29233;1ère année d'études supérieures;TB
Jon;12.00;56850;Terminale;AB
Al;8.00;56240;1ère année d'études supérieures;P
Edwyn;15.00;29860;Terminale;AB
Winton;12.50;22570;1ère année d'études supérieures;TB
Stanford;11.00;22170;Terminale;B
Lally;8.50;22170;Terminale;B
Jérémie;13.00;22820;Terminale;B
Alban;12.00;22300;1ère année d'études supérieures;AB
Zachary;10.00;22200;Terminale;AB
Clément;8.00;;Terminale;AB
Joël;13.00;22730;Année préparatoire aux études supérieures;AB
Timothée;13.00;22110;Terminale;B
Gladwyn;4.00;22590;Terminale;B
Perry;5.00;35000;1ère année d'études supérieures;AB
Egbert;5.33;22600;1ère année d'études supérieures;AB
Montgomery;11.00;22820;Terminale;B
Gervaise;2.00;22300;Terminale;B
Gore;13.00;22700;1ère année d'études supérieures;AB
Kole;10.00;29190;Terminale;B
Lovell;5.50;29120;Terminale;B
Lalo;7.70;29290;Terminale;AB
Lalo;3.00;29290;Terminale;AB
Kristia;6.00;29520;Terminale;P
Gil;5.00;29710;Terminale;AB
Gene;8.00;29250;Terminale;AB
Lorne;13.50;29710;Terminale;AB
Xaviar;9.00;29200;Terminale;AB
Upton;10.50;29750;Terminale;AB
Woodrow;6.00;35137;Terminale;AB
Ike;2.83;35720;Terminale;B
Quin;6.00;35400;Terminale;P
Dustin;13.00;35160;Terminale;AB
Wiley;6.00;35740;Terminale;AB
Randolf;3.00;35230;Terminale;P
Kristopher;12.00;56950;Terminale;AB
Vincent;12.00;35200;Terminale;B
Marquis;8.00;22440;Terminale;AB
Booker;13.00;56300;Terminale;P
Hewie;2.00;56120;Terminale;B
Maverick;5.00;22550;Terminale;B
Bertram;4.00;29200;Terminale;AB
Louie;6.50;35170;1ère année d'études supérieures;AB
Zach;10.50;29800;Terminale;AB
York;0.20;56250;Terminale;P
Thelonius;7.00;29120;Terminale;B
Earnest;10.00;22480;Terminale;AB
Michel;6.00;29850;Terminale;P
Driskoll;5.00;35720;Terminale;AB
Morley;15.50;35500;Terminale;AB
Daniel;11.50;22540;Terminale;AB
Sylvain;12.00;29500;Terminale;B
Deemer;13.50;22600;Terminale;P
Pete;12.00;22300;1ère année d'études supérieures;AB
Diodore;6.50;29200;Terminale;P
Lockie;12.00;29490;Terminale;TB
Floyd;11.00;29590;1ère année d'études supérieures;P
Denzel;11.00;29000;Terminale;P
Justin;3.00;22120;Terminale;AB
Everett;6.50;22940;Terminale;B
Nicodème;5.50;22750;Terminale;AB
Elea;11.00;22220;Terminale;TB
Leyton;9.17;22930;Terminale;P
Michel;14.00;22300;Terminale;B
Armel;8.50;22590;Terminale;AB
Careen;11.83;22810;1ère année d'études supérieures;AB
Lorn;6.00;22100;Terminale;B
Nathan;9.00;22700;Terminale;B
Deon;7.00;29800;Terminale;B
Amédée;11.00;29800;Terminale;B
Fabrice;6.00;29800;Terminale;AB
Félix;8.00;29000;Terminale;AB
Mason;10.00;29200;Terminale;P
Joscelin;7.00;29250;Terminale;P
Everard;4.50;22300;Terminale;AB
Marion;5.00;35131;Terminale;AB
Garey;10.50;35230;Terminale;P
Linton;9.83;35500;Terminale;B
Edison;12.00;35000;Terminale;P
Marin;10.00;56240;Terminale;P
Donnie;4.50;56870;Terminale;AB
Jeff;12.00;22400;Terminale;AB
Jermaine;4.20;29470;Terminale;AB
Jeffrey;5.00;29830;Terminale;AB
Dax;12.00;35520;Terminale;P
Piers;12.50;22400;Terminale;AB
Bennett;9.00;22120;Terminale;B
Landon;6.00;29233;Terminale;B
Xavier;12.00;29170;Terminale;P
Lovel;13.50;35450;Terminale;AB
Tel;10.00;22950;Terminale;AB
Maurine;9.00;22000;Terminale;B
Shelley;12.00;29840;Terminale;TB
Jacob;6.20;35870;Terminale;AB
Félicie;12.60;35750;Terminale;P
Van;7.33;29490;Terminale;P
Luann;5.50;29800;Terminale;B
Uland;18.00;29800;Terminale;TB
Lucienne;6.50;56140;Terminale;B
Shaw;8.50;35890;Terminale;AB
Wilbur;10.50;35800;Terminale;AB
Teale;8.00;56120;Terminale;B
Cole;9.00;22600;Terminale;P
Lorn;11.50;29000;Terminale;AB
Guiscard;6.50;35170;Terminale;AB
Rainier;12.50;41000;Terminale;B
Audrey;7.50;22300;Terminale;AB
Jimi;12.33;56680;Terminale;AB
Gladwyn;10.50;35500;Terminale;AB
Franck;8.17;35310;Terminale;AB
Xavior;9.50;56100;Terminale;AB
Terence;8.33;56130;Terminale;B
Russell;10.67;56140;Terminale;AB
Darden;14.67;29280;Terminale;P
Marly;9.83;35310;Terminale;AB
Topher;10.00;56240;Terminale;AB
Randall;9.00;49270;Terminale;P
Lucetta;14.33;85600;Terminale;TB
Jonathan;7.50;31880;Terminale;AB
Maximilien;3.00;85540;Terminale;AB
Eliott;16.00;49460;Terminale;AB
Gratien;7.50;49000;Terminale;P
Brice;8.33;72300;1ère année d'études supérieures;P
Major;10.00;56190;Terminale;AB
Felicity;8.00;85170;Terminale;AB
Oz;8.00;22590;Terminale;B
Kipling;11.67;22470;2nd année d'études supérieures;P
Vinnie;10.00;35730;Terminale;AB
Layton;4.50;35350;Terminale;B
Johnie;9.00;22440;Terminale;B
Telesphore;10.00;6650 ;Terminale;B
Phillip;16.50;35133;Terminale;B
Constant;14.25;22150;Terminale;P
Bret;14.75;61100;Terminale;AB
Leopold;15.50;50490;1ère année d'études supérieures;P
Kolby;9.08;14340;Terminale;P
Kimball;13.50;50600;Terminale;AB
Ern;9.00;56600;Terminale;B
Sly;12.50;35170;Terminale;P
Jeannot;11.50;44230;Terminale;AB
Irvine;14.63;35240;Terminale;AB
Wilfrid;14.00;35131;Terminale;AB
Cleve;15.50;35360;Terminale;B
Kennith;15.00;22630;Terminale;AB
Jerome;14.25;35132;Terminale;B
Marshal;15.25;22560;Terminale;B
Kay;16.50;35740;Terminale;AB
Benson;15.00;22120;Terminale;AB
Jarvis;15.00;56700;Terminale;P
Maverick;14.00;35290;Terminale;AB
Innocent;19.00;22410;Terminale;P
Beatrix;16.00;22300;Terminale;B
Kenith;11.50;35340;Terminale;AB
Dominic;15.25;22730;Terminale;B
Burt;16.00;22200;Terminale;P
Forest;14.00;35760;Terminale;AB
Odell;14.50;29170;Terminale;TB
Beauregard;13.63;49300;1ère année d'études supérieures;P
Jay;10.38;22190;Terminale;P
Rhonda;11.75;35000;Terminale;AB
Urban;16.50;22290;Terminale;B
Jamison;17.00;50300;Terminale;B
Lloyd;14.50;35220;Terminale;AB
Xerxes;20.00;22960;Terminale;P
Durward;14.38;29390;Terminale;AB
Branden;13.63;29000;Terminale;AB
Delroy;15.00;29380;Terminale;P
Antony;11.88;22100;Terminale;P
Jonathon;10.88;35340;Terminale;AB
Lorin;12.50;35750;Terminale;B
Cole;11.88;22120;Terminale;P
Tybalt;12.50;22230;Terminale;AB
Benjy;15.00;22600;Terminale;AB
Hector;13.00;56800;Terminale;P
Milo;18.00;35000;Terminale;B
Dudley;13.25;22100;Terminale;AB
Arden;13.00;35140;Terminale;AB
Erica;14.50;29800;Terminale;B
Christine;13.50;35230;Terminale;AB
Chuck;11.50;22300;Terminale;AB
Flip;16.00;56530;Terminale;B
Joan;15.50;29460;Terminale;B
Kodey;15.75;22410;Terminale;B
Philip;16.50;29100;Terminale;AB
Jarrett;12.50;44640;Terminale;AB
Angie;15.88;56440;Terminale;AB
Gwilherm;17.00;56920;Terminale;P
Pancras;13.50;29860;Terminale;AB
Lowell;8.38;29470;Terminale;P
Leroy;16.50;29600;Terminale;B
Arron;7.50;22120;Terminale;AB
Brack;16.00;22400;Terminale;P
Kory;16.13;29850;Terminale;P
Maynard;15.63;22120;Terminale;AB
Bentley;16.00;22440;Terminale;B
Royle;13.25;22000;Terminale;AB
Porter;14.50;22140;Terminale;AB
Estelle;14.50;29260;Terminale;AB
Sébastienne;12.00;22250;Terminale;TB
Dorthy;12.50;56300;Terminale;AB
Anson;15.50;35430;Terminale;B
Zacharie;13.00;35410;Terminale;AB
Jake;13.00;56370;Terminale;P
Shaun;16.00;22300;Terminale;B
Donat;13.38;29000;Terminale;B
Jonathon;13.50;29510;Terminale;B
Chet;13.50;29800;Terminale;AB
Humphry;11.75;56230;Terminale;AB
Moses;15.50;29400;Terminale;P
Jere;12.75;85170;Terminale;AB
Toussaint;12.50;56260;Terminale;AB
Dawson;16.00;35131;1ère année d'études supérieures;TB
Denis;15.50;50620;Terminale;AB
Gil;10.50;22730;Terminale;AB
Edmund;10.25;35120;Terminale;P
Matthieu;17.42;22100;Terminale;AB
Brent;16.75;35250;1ère année d'études supérieures;AB
Thaddeus;19.50;22300;2nd année d'études supérieures;AB
Deangelo;8.00;29720;1ère année d'études supérieures;AB
