prenom;moyenne;code_postal;niveau_etude;mention_bac
Armel;8.25;22590;Terminale;AB
Careen;10.75;22810;1ère année d'études supérieures;AB
Lorn;12.00;22100;Terminale;B
Nathan;13.50;22700;Terminale;B
Deon;8.75;29800;Terminale;B
Amédée;12.50;29800;Terminale;B
Fabrice;5.00;29800;Terminale;AB
Félix;8.25;29000;Terminale;AB
Mason;14.00;29200;Terminale;P
Joscelin;10.25;29250;Terminale;P
Everard;7.50;22300;Terminale;AB
Marion;11.50;35131;Terminale;AB
Garey;10.00;35230;Terminale;P
Linton;7.75;35500;Terminale;B
Edison;11.75;35000;Terminale;P
Marin;9.50;56240;Terminale;P
Donnie;10.75;56870;Terminale;AB
Jeff;12.75;22400;Terminale;AB
Jermaine;9.63;29470;Terminale;AB
Jeffrey;14.25;29830;Terminale;AB
Dax;10.75;35520;Terminale;P
Piers;14.75;22400;Terminale;AB
Bennett;16.75;22120;Terminale;B
Landon;10.00;29233;Terminale;B
Xavier;12.50;29170;Terminale;P
Lovel;10.25;35450;Terminale;AB
Tel;14.25;22950;Terminale;AB
Maurine;18.25;22000;Terminale;B
Shelley;13.50;29840;Terminale;TB
Jacob;11.00;35870;Terminale;AB
Félicie;10.50;35750;Terminale;P
Van;5.00;29490;Terminale;P
Luann;7.25;29800;Terminale;B
Uland;8.25;29800;Terminale;TB
Lucienne;14.00;56140;Terminale;B
Shaw;10.75;35890;Terminale;AB
Wilbur;12.25;35800;Terminale;AB
Teale;14.50;56120;Terminale;B
Cole;9.75;22600;Terminale;P
Lorn;15.25;29000;Terminale;AB
Guiscard;16.00;35170;Terminale;AB
Jérémie;16.88;22300;Terminale;TB
Dayton;9.50;29200;Terminale;B
Rainier;0.00;41000;Terminale;B
Rainier;8.25;41000;Terminale;B
Audrey;10.50;22300;Terminale;AB
Jimi;7.75;56680;Terminale;AB
Gladwyn;5.25;35500;Terminale;AB
Franck;10.75;35310;Terminale;AB
Xavior;8.00;56100;Terminale;AB
Terence;6.75;56130;Terminale;B
Russell;10.75;56140;Terminale;AB
Darden;9.25;29280;Terminale;P
Marly;8.50;35310;Terminale;AB
Topher;10.00;56240;Terminale;AB
Randall;5.50;49270;Terminale;P
Lucetta;9.50;85600;Terminale;TB
Jonathan;9.50;31880;Terminale;AB
Maximilien;10.75;85540;Terminale;AB
Eliott;9.50;49460;Terminale;AB
Gratien;15.25;49000;Terminale;P
Brice;5.50;72300;1ère année d'études supérieures;P
Major;11.00;56190;Terminale;AB
Felicity;14.25;85170;Terminale;AB
Oz;16.75;22590;Terminale;B
Kipling;8.25;22470;2nd année d'études supérieures;P
Vinnie;11.50;35730;Terminale;AB
Layton;8.25;35350;Terminale;B
Johnie;10.25;22440;Terminale;B
Telesphore;8.50;6650 ;Terminale;B
Phillip;8.50;35133;Terminale;B
Constant;11.00;22150;Terminale;P
Bret;16.17;61100;Terminale;AB
Leopold;8.25;50490;1ère année d'études supérieures;P
Kolby;7.33;14340;Terminale;P
Kimball;14.33;50600;Terminale;AB
Ern;15.83;56600;Terminale;B
Sly;15.67;35170;Terminale;P
Jeannot;15.67;44230;Terminale;AB
Irvine;9.67;35240;Terminale;AB
Wilfrid;15.50;35131;Terminale;AB
Cleve;17.17;35360;Terminale;B
Kennith;17.00;22630;Terminale;AB
Jerome;10.58;35132;Terminale;B
Marshal;18.50;22560;Terminale;B
Kay;14.00;35740;Terminale;AB
Benson;14.67;22120;Terminale;AB
Jarvis;12.17;56700;Terminale;P
Maverick;12.67;35290;Terminale;AB
Innocent;13.83;22410;Terminale;P
Beatrix;15.00;22300;Terminale;B
Kenith;15.97;35340;Terminale;AB
Dominic;11.33;22730;Terminale;B
Burt;12.83;22200;Terminale;P
Forest;14.17;35760;Terminale;AB
Odell;14.50;29170;Terminale;TB
Beauregard;12.25;49300;1ère année d'études supérieures;P
Jay;12.00;22190;Terminale;P
Rhonda;6.83;35000;Terminale;AB
Urban;16.67;22290;Terminale;B
Jamison;13.33;50300;Terminale;B
Lloyd;13.33;35220;Terminale;AB
Xerxes;15.33;22960;Terminale;P
Durward;8.92;29390;Terminale;AB
Branden;12.17;29000;Terminale;AB
Delroy;15.33;29380;Terminale;P
Antony;8.33;22100;Terminale;P
Jonathon;12.75;35340;Terminale;AB
Lorin;17.33;35750;Terminale;B
Cole;11.33;22120;Terminale;P
Tybalt;13.87;22230;Terminale;AB
Benjy;7.67;22600;Terminale;AB
Hector;10.33;56800;Terminale;P
Milo;15.83;35000;Terminale;B
Dudley;12.50;22100;Terminale;AB
Arden;6.67;35140;Terminale;AB
Erica;9.00;29800;Terminale;B
Christine;16.67;35230;Terminale;AB
Chuck;11.92;22300;Terminale;AB
Flip;17.67;56530;Terminale;B
Joan;11.17;29460;Terminale;B
Kodey;16.67;22410;Terminale;B
Philip;16.50;29100;Terminale;AB
Jarrett;8.92;44640;Terminale;AB
Angie;14.17;56440;Terminale;AB
Gwilherm;13.67;56920;Terminale;P
Pancras;15.17;29860;Terminale;AB
Lowell;5.58;29470;Terminale;P
Leroy;14.00;29600;Terminale;B
Arron;10.67;22120;Terminale;AB
Brack;17.58;22400;Terminale;P
Kory;8.83;29850;Terminale;P
Maynard;16.67;22120;Terminale;AB
Bentley;7.33;22440;Terminale;B
Royle;9.42;22000;Terminale;AB
Porter;16.50;22140;Terminale;AB
Estelle;14.83;29260;Terminale;AB
Sébastienne;13.50;22250;Terminale;TB
Dorthy;15.70;56300;Terminale;AB
Trent;13.27;22300;;
Anson;17.50;35430;Terminale;B
Corie;10.17;35700;Terminale;AB
Zacharie;14.83;35410;Terminale;AB
Jake;15.17;56370;Terminale;P
Shaun;16.17;22300;Terminale;B
Donat;5.75;29000;Terminale;B
Jonathon;13.17;29510;Terminale;B
Chet;14.17;29800;Terminale;AB
Humphry;10.17;56230;Terminale;AB
Moses;18.80;29400;Terminale;P
Jere;10.83;85170;Terminale;AB
Toussaint;13.08;56260;Terminale;AB
Dawson;14.75;35131;1ère année d'études supérieures;TB
Denis;11.00;50620;Terminale;AB
Gil;17.43;22730;Terminale;AB
Edmund;14.75;35120;Terminale;P
Matthieu;18.17;22100;Terminale;AB
Brent;8.83;35250;1ère année d'études supérieures;AB
Thaddeus;17.67;22300;2nd année d'études supérieures;AB
Deangelo;6.17;29720;1ère année d'études supérieures;AB
Clayton;13.67;29150;1ère année d'études supérieures;AB
Wymond;11.75;29200;1ère année d'études supérieures;B
Redd;7.83;22200;1ère année d'études supérieures;B
Reena;5.67;29870;Terminale;P
Annie;14.83;35170;1ère année d'études supérieures;TB
Lori;18.17;29650;2nd année d'études supérieures;B
Lanford;8.67;56440;1ère année d'études supérieures;B
Gervase;11.47;56400;1ère année d'études supérieures;P
James;16.58;22290;1ère année d'études supérieures;B
Rudy;12.00;22290;;P
Elric;17.50;29233;1ère année d'études supérieures;TB
Jon;11.17;56850;Terminale;AB
Al;13.83;56240;1ère année d'études supérieures;P
Edwyn;8.00;29860;Terminale;AB
Winton;16.67;22570;1ère année d'études supérieures;TB
Stanford;10.00;22170;Terminale;B
Lally;13.27;22170;Terminale;B
Jérémie;14.67;22820;Terminale;B
Alban;6.50;22300;1ère année d'études supérieures;AB
Zachary;11.00;22200;Terminale;AB
Clément;13.67;;Terminale;AB
Joël;12.67;22730;Année préparatoire aux études supérieures;AB
Timothée;20.00;22110;Terminale;B
Gladwyn;5.67;22590;Terminale;B
Perry;12.50;35000;1ère année d'études supérieures;AB
Egbert;0.00;22600;1ère année d'études supérieures;AB
Montgomery;13.75;22820;Terminale;B
Gervaise;3.67;22300;Terminale;B
Gore;12.93;22700;1ère année d'études supérieures;AB
Kole;14.13;29190;Terminale;B
Lovell;11.67;29120;Terminale;B
Lalo;9.23;29290;Terminale;AB
Lalo;4.00;29290;Terminale;AB
Kristia;10.00;29520;Terminale;P
Gil;10.67;29710;Terminale;AB
Gene;13.42;29250;Terminale;AB
Lorne;10.67;29710;Terminale;AB
Xaviar;15.33;29200;Terminale;AB
Upton;13.00;29750;Terminale;AB
Woodrow;2.67;35137;Terminale;AB
Ike;8.25;35720;Terminale;B
Quin;14.00;35400;Terminale;P
Dustin;16.67;35160;Terminale;AB
Wiley;13.75;35740;Terminale;AB
Randolf;10.00;35230;Terminale;P
Kristopher;14.33;56950;Terminale;AB
Vincent;4.78;35200;Terminale;B
Marquis;15.83;22440;Terminale;AB
Booker;16.50;56300;Terminale;P
Hewie;12.50;56120;Terminale;B
Maverick;6.67;22550;Terminale;B
Bertram;15.00;29200;Terminale;AB
Louie;10.06;35170;1ère année d'études supérieures;AB
Charlot;10.00;29900;Terminale;TB
Charlot;10.00;29900;Terminale;TB
Zach;10.64;29800;Terminale;AB
York;10.27;56250;Terminale;P
Thelonius;11.00;29120;Terminale;B
Earnest;9.33;22480;Terminale;AB
Michel;13.33;29850;Terminale;P
Morley;12.50;35500;Terminale;AB
Daniel;14.00;22540;Terminale;AB
Sylvain;9.68;29500;Terminale;B
Deemer;13.17;22600;Terminale;P
Pete;15.27;22300;1ère année d'études supérieures;AB
Diodore;8.00;29200;Terminale;P
Lockie;14.33;29490;Terminale;TB
Floyd;12.47;29590;1ère année d'études supérieures;P
Denzel;16.33;29000;Terminale;P
Justin;16.00;22120;Terminale;AB
Everett;10.67;22940;Terminale;B
Nicodème;11.00;22750;Terminale;AB
Elea;15.58;22220;Terminale;TB
Leyton;16.00;22930;Terminale;P
Michel;17.00;22300;Terminale;B
Armel;12.20;22590;Terminale;AB
Careen;14.67;22810;1ère année d'études supérieures;AB
Lorn;11.67;22100;Terminale;B
Nathan;11.12;22700;Terminale;B
Deon;6.33;29800;Terminale;B
Amédée;8.33;29800;Terminale;B
Fabrice;11.28;29800;Terminale;AB
Félix;10.13;29000;Terminale;AB
Mason;11.33;29200;Terminale;P
Joscelin;4.33;29250;Terminale;P
Everard;6.00;22300;Terminale;AB
Marion;14.67;35131;Terminale;AB
Garey;7.45;35230;Terminale;P
Linton;6.25;35500;Terminale;B
Edison;8.75;35000;Terminale;P
Marin;13.00;56240;Terminale;P
Donnie;9.00;56870;Terminale;AB
Jeff;13.40;22400;Terminale;AB
Jermaine;8.17;29470;Terminale;AB
Jeffrey;11.83;29830;Terminale;AB
Dax;12.28;35520;Terminale;P
Piers;7.60;22400;Terminale;AB
Bennett;11.56;22120;Terminale;B
Landon;8.53;29233;Terminale;B
Xavier;11.00;29170;Terminale;P
Lovel;15.33;35450;Terminale;AB
Tel;10.53;22950;Terminale;AB
Maurine;12.50;22000;Terminale;B
Shelley;12.90;29840;Terminale;TB
Jacob;10.13;35870;Terminale;AB
Félicie;12.00;35750;Terminale;P
Van;12.50;29490;Terminale;P
Luann;3.67;29800;Terminale;B
Uland;15.17;29800;Terminale;TB
Lucienne;7.38;56140;Terminale;B
Shaw;15.28;35890;Terminale;AB
Wilbur;14.93;35800;Terminale;AB
Teale;14.52;56120;Terminale;B
Cole;8.40;22600;Terminale;P
Lorn;13.33;29000;Terminale;AB
Guiscard;17.50;35170;Terminale;AB
Jérémie;18.33;22300;Terminale;TB
Dayton;10.92;29200;Terminale;B
Rainier;8.00;41000;Terminale;B
Audrey;11.17;22300;Terminale;AB
Jimi;15.67;56680;Terminale;AB
Gladwyn;15.17;35500;Terminale;AB
Franck;11.25;35310;Terminale;AB
Xavior;15.83;56100;Terminale;AB
Terence;10.00;56130;Terminale;B
Russell;12.00;56140;Terminale;AB
Darden;14.67;29280;Terminale;P
Marly;8.00;35310;Terminale;AB
Topher;14.33;56240;Terminale;AB
Randall;15.33;49270;Terminale;P
Lucetta;17.83;85600;Terminale;TB
Jonathan;9.08;31880;Terminale;AB
Maximilien;10.00;85540;Terminale;AB
Eliott;12.50;49460;Terminale;AB
Gratien;6.56;49000;Terminale;P
Brice;11.33;72300;1ère année d'études supérieures;P
Major;10.50;56190;Terminale;AB
Felicity;11.92;85170;Terminale;AB
Oz;18.00;22590;Terminale;B
Kipling;12.00;22470;2nd année d'études supérieures;P
Vinnie;5.53;35730;Terminale;AB
Layton;14.88;35350;Terminale;B
Johnie;11.73;22440;Terminale;B
Telesphore;16.33;6650 ;Terminale;B
Phillip;11.42;35133;Terminale;B
Constant;15.30;22150;Terminale;P
Bret;10.80;61100;Terminale;AB
Leopold;13.75;50490;1ère année d'études supérieures;P
Kolby;10.20;14340;Terminale;P
Kimball;15.60;50600;Terminale;AB
Ern;10.00;56600;Terminale;B
Sly;13.20;35170;Terminale;P
Jeannot;17.00;44230;Terminale;AB
Irvine;11.40;35240;Terminale;AB
Wilfrid;13.00;35131;Terminale;AB
Cleve;12.20;35360;Terminale;B
Kennith;12.40;22630;Terminale;AB
Jerome;12.80;35132;Terminale;B
Marshal;16.40;22560;Terminale;B
Kay;9.40;35740;Terminale;AB
Benson;10.00;22120;Terminale;AB
Jarvis;11.60;56700;Terminale;P
Maverick;10.40;35290;Terminale;AB
Innocent;10.40;22410;Terminale;P
Beatrix;13.00;22300;Terminale;B
Kenith;15.00;35340;Terminale;AB
Dominic;16.60;22730;Terminale;B
Burt;8.00;22200;Terminale;P
Forest;15.00;35760;Terminale;AB
Odell;10.00;29170;Terminale;TB
Beauregard;10.60;49300;1ère année d'études supérieures;P
Jay;11.20;22190;Terminale;P
Rhonda;10.80;35000;Terminale;AB
Urban;15.00;22290;Terminale;B
Jamison;14.60;50300;Terminale;B
Lloyd;13.60;35220;Terminale;AB
Xerxes;10.40;22960;Terminale;P
Durward;10.40;29390;Terminale;AB
Branden;13.00;29000;Terminale;AB
Delroy;14.00;29380;Terminale;P
Antony;11.20;22100;Terminale;P
Jonathon;16.80;35340;Terminale;AB
Lorin;13.00;35750;Terminale;B
Cole;9.20;22120;Terminale;P
Tybalt;16.00;22230;Terminale;AB
Benjy;13.40;22600;Terminale;AB
Hector;9.00;56800;Terminale;P
Milo;16.00;35000;Terminale;B
Dudley;15.40;22100;Terminale;AB
Arden;10.00;35140;Terminale;AB
Erica;13.00;29800;Terminale;B
Christine;14.00;35230;Terminale;AB
Chuck;11.20;22300;Terminale;AB
Flip;13.80;56530;Terminale;B
Joan;10.20;29460;Terminale;B
Kodey;17.20;22410;Terminale;B
Philip;15.00;29100;Terminale;AB
Jarrett;14.60;44640;Terminale;AB
Angie;9.00;56440;Terminale;AB
Gwilherm;10.40;56920;Terminale;P
Pancras;13.40;29860;Terminale;AB
Lowell;8.80;29470;Terminale;P
Leroy;14.20;29600;Terminale;B
Arron;16.00;22120;Terminale;AB
Brack;12.80;22400;Terminale;P
Kory;12.80;29850;Terminale;P
Maynard;12.00;22120;Terminale;AB
Bentley;12.40;22440;Terminale;B
Royle;14.80;22000;Terminale;AB
Porter;13.00;22140;Terminale;AB
Estelle;9.00;29260;Terminale;AB
Sébastienne;10.60;22250;Terminale;TB
Dorthy;15.00;56300;Terminale;AB
Trent;12.00;22300;;
Anson;17.00;35430;Terminale;B
Corie;11.40;35700;Terminale;AB
Zacharie;12.60;35410;Terminale;AB
Jake;11.40;56370;Terminale;P
Shaun;14.00;22300;Terminale;B
Donat;10.40;29000;Terminale;B
Jonathon;15.40;29510;Terminale;B
Chet;13.00;29800;Terminale;AB
Humphry;9.40;56230;Terminale;AB
Moses;16.00;29400;Terminale;P
Jere;9.80;85170;Terminale;AB
Toussaint;11.40;56260;Terminale;AB
Dawson;17.00;35131;1ère année d'études supérieures;TB
Denis;12.60;50620;Terminale;AB
Gil;15.00;22730;Terminale;AB
Edmund;15.20;35120;Terminale;P
Matthieu;16.25;22100;Terminale;AB
Brent;10.50;35250;1ère année d'études supérieures;AB
Thaddeus;15.00;22300;2nd année d'études supérieures;AB
Deangelo;11.50;29720;1ère année d'études supérieures;AB
Clayton;16.88;29150;1ère année d'études supérieures;AB
Wymond;15.13;29200;1ère année d'études supérieures;B
Redd;8.88;22200;1ère année d'études supérieures;B
Reena;11.75;29870;Terminale;P
Annie;15.50;35170;1ère année d'études supérieures;TB
Lori;17.00;29650;2nd année d'études supérieures;B
Lanford;9.20;56440;1ère année d'études supérieures;B
Gervase;11.60;56400;1ère année d'études supérieures;P
James;19.13;22290;1ère année d'études supérieures;B
Rudy;13.90;22290;;P
Elric;17.25;29233;1ère année d'études supérieures;TB
Jon;13.25;56850;Terminale;AB
Al;13.50;56240;1ère année d'études supérieures;P
Edwyn;14.50;29860;Terminale;AB
Winton;14.25;22570;1ère année d'études supérieures;TB
Stanford;14.50;22170;Terminale;B
Lally;5.00;22170;Terminale;B
Jérémie;14.00;22820;Terminale;B
Alban;10.20;22300;1ère année d'études supérieures;AB
Zachary;12.00;22200;Terminale;AB
Clément;10.50;;Terminale;AB
Joël;14.40;22730;Année préparatoire aux études supérieures;AB
Timothée;16.63;22110;Terminale;B
Gladwyn;12.00;22590;Terminale;B
Perry;9.00;35000;1ère année d'études supérieures;AB
Egbert;0.00;22600;1ère année d'études supérieures;AB
Montgomery;13.90;22820;Terminale;B
Gervaise;14.50;22300;Terminale;B
Gore;12.00;22700;1ère année d'études supérieures;AB
Kole;13.20;29190;Terminale;B
Lovell;14.25;29120;Terminale;B
Lalo;9.00;29290;Terminale;AB
Lalo;5.75;29290;Terminale;AB
Kristia;9.20;29520;Terminale;P
Gil;7.50;29710;Terminale;AB
Gene;10.00;29250;Terminale;AB
Lorne;14.13;29710;Terminale;AB
Xaviar;15.50;29200;Terminale;AB
Upton;11.20;29750;Terminale;AB
Woodrow;8.00;35137;Terminale;AB
Ike;2.70;35720;Terminale;B
Quin;9.80;35400;Terminale;P
Dustin;15.75;35160;Terminale;AB
Wiley;11.00;35740;Terminale;AB
Randolf;12.00;35230;Terminale;P
Kristopher;11.50;56950;Terminale;AB
Vincent;10.40;35200;Terminale;B
Marquis;14.75;22440;Terminale;AB
Booker;14.40;56300;Terminale;P
Hewie;9.80;56120;Terminale;B
Maverick;9.25;22550;Terminale;B
Bertram;9.75;29200;Terminale;AB
Louie;12.00;35170;1ère année d'études supérieures;AB
Charlot;11.10;29900;Terminale;TB
Charlot;11.10;29900;Terminale;TB
Zach;10.00;29800;Terminale;AB
York;7.60;56250;Terminale;P
Thelonius;11.25;29120;Terminale;B
Earnest;11.00;22480;Terminale;AB
Michel;8.00;29850;Terminale;P
Driskoll;10.25;35720;Terminale;AB
Morley;17.00;35500;Terminale;AB
Daniel;12.25;22540;Terminale;AB
Sylvain;9.20;29500;Terminale;B
Deemer;18.25;22600;Terminale;P
Pete;14.00;22300;1ère année d'études supérieures;AB
Diodore;10.00;29200;Terminale;P
Lockie;15.75;29490;Terminale;TB
Floyd;11.00;29590;1ère année d'études supérieures;P
Denzel;5.25;29000;Terminale;P
Justin;13.00;22120;Terminale;AB
Everett;12.00;22940;Terminale;B
Nicodème;13.50;22750;Terminale;AB
Elea;17.00;22220;Terminale;TB
Leyton;13.00;22930;Terminale;P
Michel;14.80;22300;Terminale;B
Armel;14.00;22590;Terminale;AB
Careen;13.00;22810;1ère année d'études supérieures;AB
Lorn;10.00;22100;Terminale;B
Nathan;10.00;22700;Terminale;B
Deon;9.10;29800;Terminale;B
Amédée;10.80;29800;Terminale;B
Fabrice;12.00;29800;Terminale;AB
Félix;8.20;29000;Terminale;AB
Mason;9.00;29200;Terminale;P
Joscelin;10.00;29250;Terminale;P
Everard;10.80;22300;Terminale;AB
Marion;7.80;35131;Terminale;AB
Garey;8.60;35230;Terminale;P
Linton;9.20;35500;Terminale;B
Edison;6.00;35000;Terminale;P
Marin;11.80;56240;Terminale;P
Donnie;11.00;56870;Terminale;AB
Jeff;8.80;22400;Terminale;AB
Jermaine;9.60;29470;Terminale;AB
Jeffrey;17.00;29830;Terminale;AB
Dax;10.80;35520;Terminale;P
Piers;10.80;22400;Terminale;AB
Bennett;12.00;22120;Terminale;B
Landon;10.00;29233;Terminale;B
Xavier;8.40;29170;Terminale;P
Lovel;14.60;35450;Terminale;AB
Tel;12.20;22950;Terminale;AB
Maurine;10.80;22000;Terminale;B
Shelley;14.00;29840;Terminale;TB
Jacob;8.80;35870;Terminale;AB
Félicie;8.40;35750;Terminale;P
Van;12.00;29490;Terminale;P
Luann;8.80;29800;Terminale;B
Uland;13.50;29800;Terminale;TB
Lucienne;10.20;56140;Terminale;B
Shaw;14.00;35890;Terminale;AB
Wilbur;15.20;35800;Terminale;AB
Teale;16.00;56120;Terminale;B
Cole;8.60;22600;Terminale;P
Lorn;9.60;29000;Terminale;AB
Guiscard;18.00;35170;Terminale;AB
Jérémie;16.80;22300;Terminale;TB
Dayton;10.00;29200;Terminale;B
Rainier;0.00;41000;Terminale;B
Rainier;15.25;41000;Terminale;B
Audrey;10.60;22300;Terminale;AB
Jimi;14.00;56680;Terminale;AB
Gladwyn;13.70;35500;Terminale;AB
Franck;12.20;35310;Terminale;AB
Xavior;8.00;56100;Terminale;AB
Terence;12.10;56130;Terminale;B
Russell;12.20;56140;Terminale;AB
Darden;13.60;29280;Terminale;P
Marly;14.20;35310;Terminale;AB
Topher;14.00;56240;Terminale;AB
Randall;10.20;49270;Terminale;P
Lucetta;15.00;85600;Terminale;TB
Jonathan;16.00;31880;Terminale;AB
Maximilien;12.25;85540;Terminale;AB
Eliott;17.50;49460;Terminale;AB
Gratien;13.40;49000;Terminale;P
Brice;12.00;72300;1ère année d'études supérieures;P
Major;10.00;56190;Terminale;AB
Felicity;10.00;85170;Terminale;AB
Oz;16.00;22590;Terminale;B
Kipling;12.20;22470;2nd année d'études supérieures;P
Vinnie;6.20;35730;Terminale;AB
Layton;10.40;35350;Terminale;B
Johnie;14.60;22440;Terminale;B
Telesphore;15.00;6650 ;Terminale;B
Phillip;16.00;35133;Terminale;B
Constant;12.75;22150;Terminale;P
Bret;15.92;61100;Terminale;AB
Leopold;11.58;50490;1ère année d'études supérieures;P
Kolby;12.92;14340;Terminale;P
Kimball;13.17;50600;Terminale;AB
Ern;11.33;56600;Terminale;B
Sly;12.58;35170;Terminale;P
Jeannot;13.67;44230;Terminale;AB
Irvine;12.92;35240;Terminale;AB
Wilfrid;15.50;35131;Terminale;AB
Cleve;17.83;35360;Terminale;B
Kennith;15.75;22630;Terminale;AB
Jerome;10.75;35132;Terminale;B
Marshal;18.58;22560;Terminale;B
Kay;14.79;35740;Terminale;AB
Benson;12.67;22120;Terminale;AB
Jarvis;14.08;56700;Terminale;P
Maverick;13.75;35290;Terminale;AB
Kenith;15.17;35340;Terminale;AB
Dominic;14.46;22730;Terminale;B
Burt;14.67;22200;Terminale;P
Forest;9.00;35760;Terminale;AB
Odell;11.83;29170;Terminale;TB
Beauregard;12.98;49300;1ère année d'études supérieures;P
Jay;11.00;22190;Terminale;P
Rhonda;11.67;35000;Terminale;AB
Urban;16.33;22290;Terminale;B
Jamison;15.17;50300;Terminale;B
Lloyd;15.92;35220;Terminale;AB
Xerxes;14.08;22960;Terminale;P
Durward;11.21;29390;Terminale;AB
Branden;13.71;29000;Terminale;AB
Delroy;10.83;29380;Terminale;P
Antony;11.79;22100;Terminale;P
Jonathon;16.31;35340;Terminale;AB
Lorin;18.00;35750;Terminale;B
Cole;11.58;22120;Terminale;P
Tybalt;18.33;22230;Terminale;AB
Benjy;13.25;22600;Terminale;AB
Hector;9.96;56800;Terminale;P
Milo;17.33;35000;Terminale;B
Dudley;14.92;22100;Terminale;AB
Arden;11.00;35140;Terminale;AB
Erica;12.67;29800;Terminale;B
Christine;17.33;35230;Terminale;AB
Chuck;13.04;22300;Terminale;AB
Flip;17.50;56530;Terminale;B
Joan;13.58;29460;Terminale;B
Kodey;19.00;22410;Terminale;B
Philip;14.67;29100;Terminale;AB
Jarrett;9.06;44640;Terminale;AB
Angie;14.33;56440;Terminale;AB
Gwilherm;14.08;56920;Terminale;P
Pancras;15.92;29860;Terminale;AB
Lowell;9.58;29470;Terminale;P
Leroy;16.25;29600;Terminale;B
Arron;9.00;22120;Terminale;AB
Brack;17.08;22400;Terminale;P
Kory;14.25;29850;Terminale;P
Maynard;15.75;22120;Terminale;AB
Bentley;13.17;22440;Terminale;B
Royle;13.83;22000;Terminale;AB
Porter;16.00;22140;Terminale;AB
Estelle;11.33;29260;Terminale;AB
Sébastienne;13.17;22250;Terminale;TB
Dorthy;12.00;56300;Terminale;AB
Trent;10.58;22300;;
Anson;16.83;35430;Terminale;B
Corie;13.75;35700;Terminale;AB
Zacharie;16.58;35410;Terminale;AB
Jake;13.58;56370;Terminale;P
Shaun;13.83;22300;Terminale;B
Donat;8.75;29000;Terminale;B
Jonathon;17.54;29510;Terminale;B
Chet;7.17;29800;Terminale;AB
Humphry;8.81;56230;Terminale;AB
Moses;17.00;29400;Terminale;P
Jere;13.50;85170;Terminale;AB
Toussaint;12.46;56260;Terminale;AB
Dawson;16.83;35131;1ère année d'études supérieures;TB
Denis;12.33;50620;Terminale;AB
Gil;16.33;22730;Terminale;AB
Edmund;14.50;35120;Terminale;P
Matthieu;16.00;22100;Terminale;AB
Brent;12.83;35250;1ère année d'études supérieures;AB
Thaddeus;20.00;22300;2nd année d'études supérieures;AB
Deangelo;10.42;29720;1ère année d'études supérieures;AB
Clayton;17.00;29150;1ère année d'études supérieures;AB
Wymond;16.75;29200;1ère année d'études supérieures;B
Redd;11.00;22200;1ère année d'études supérieures;B
Reena;12.17;29870;Terminale;P
Annie;15.00;35170;1ère année d'études supérieures;TB
Lori;19.25;29650;2nd année d'études supérieures;B
Lanford;13.67;56440;1ère année d'études supérieures;B
Gervase;10.00;56400;1ère année d'études supérieures;P
James;17.67;22290;1ère année d'études supérieures;B
Rudy;11.83;22290;;P
Elric;15.42;29233;1ère année d'études supérieures;TB
Jon;9.25;56850;Terminale;AB
Al;13.00;56240;1ère année d'études supérieures;P
Edwyn;13.75;29860;Terminale;AB
Winton;17.00;22570;1ère année d'études supérieures;TB
Stanford;14.50;22170;Terminale;B
Lally;12.67;22170;Terminale;B
Jérémie;15.33;22820;Terminale;B
Alban;15.33;22300;1ère année d'études supérieures;AB
Zachary;12.33;22200;Terminale;AB
Clément;10.17;;Terminale;AB
Joël;16.58;22730;Année préparatoire aux études supérieures;AB
Timothée;18.17;22110;Terminale;B
Gladwyn;9.17;22590;Terminale;B
Perry;16.25;35000;1ère année d'études supérieures;AB
Egbert;0.00;22600;1ère année d'études supérieures;AB
Montgomery;17.42;22820;Terminale;B
Gervaise;9.33;22300;Terminale;B
Gore;16.42;22700;1ère année d'études supérieures;AB
Kole;13.33;29190;Terminale;B
Lovell;11.17;29120;Terminale;B
Lalo;10.33;29290;Terminale;AB
Kristia;13.67;29520;Terminale;P
Gil;12.50;29710;Terminale;AB
Gene;13.50;29250;Terminale;AB
Lorne;14.17;29710;Terminale;AB
Xaviar;15.83;29200;Terminale;AB
Upton;12.67;29750;Terminale;AB
Woodrow;13.17;35137;Terminale;AB
Ike;9.88;35720;Terminale;B
Quin;16.00;35400;Terminale;P
Dustin;16.25;35160;Terminale;AB
Wiley;10.00;35740;Terminale;AB
Randolf;10.33;35230;Terminale;P
Kristopher;14.50;56950;Terminale;AB
Vincent;13.00;35200;Terminale;B
Marquis;13.83;22440;Terminale;AB
Booker;11.17;56300;Terminale;P
Hewie;13.83;56120;Terminale;B
Maverick;11.33;22550;Terminale;B
Bertram;13.50;29200;Terminale;AB
Louie;14.00;35170;1ère année d'études supérieures;AB
Charlot;13.67;29900;Terminale;TB
Charlot;13.67;29900;Terminale;TB
Zach;13.83;29800;Terminale;AB
York;12.67;56250;Terminale;P
Thelonius;14.83;29120;Terminale;B
Earnest;12.00;22480;Terminale;AB
Michel;13.67;29850;Terminale;P
Driskoll;9.83;35720;Terminale;AB
Morley;18.25;35500;Terminale;AB
Daniel;14.67;22540;Terminale;AB
Sylvain;12.50;29500;Terminale;B
Deemer;14.25;22600;Terminale;P
Pete;12.50;22300;1ère année d'études supérieures;AB
Diodore;9.50;29200;Terminale;P
Lockie;14.00;29490;Terminale;TB
